# betaPara  betaPerp  deltaPara  deltaPerp  beta  delta  energy
7.684117664107890933e-04 1.031553011137264879e-03 1.892114734798515082e-03 1.718054641680677019e-03 9.574309968951860835e-04 1.823710657239714780e-03 2.897330597938670280e+02
7.796063159601966620e-04 1.056948598337049440e-03 1.879465177123096006e-03 1.708154181114015634e-03 9.823254270292308080e-04 1.806287851595922639e-03 2.897573532344995328e+02
7.922654433186143534e-04 1.083931418149496366e-03 1.867777141212398481e-03 1.701432880747178432e-03 1.009521823928498331e-03 1.791637076939098976e-03 2.897816466751319808e+02
8.062791669351123498e-04 1.111987595468934623e-03 1.857298402107476938e-03 1.698257934644862698e-03 1.038614332911818759e-03 1.780206009222875824e-03 2.898059401157644857e+02
8.214861340839191674e-04 1.140512352150631131e-03 1.848261491130091805e-03 1.698894679411431467e-03 1.069095549322585190e-03 1.772367983395160178e-03 2.898302335563969905e+02
8.376749035024605135e-04 1.168829631848976487e-03 1.840872114201511220e-03 1.703486294479965302e-03 1.100369307518532036e-03 1.768399204277233509e-03 2.898545269970294385e+02
8.545881478803122547e-04 1.196219325210025677e-03 1.835296322470183952e-03 1.712036157796556751e-03 1.131770698563962143e-03 1.768456384604495885e-03 2.898788204376619433e+02
8.719319480468499519e-04 1.221943948530780037e-03 1.831650056322450164e-03 1.724392244468295372e-03 1.162590470296871997e-03 1.772557818467579427e-03 2.899031138782944481e+02
8.893785321172621673e-04 1.245289535964261372e-03 1.829981080074761764e-03 1.740236321246935777e-03 1.192101667560558362e-03 1.780560139785216430e-03 2.899274073189268961e+02
9.066063413857586512e-04 1.265612678165662676e-03 1.830265384914848015e-03 1.759088387904671723e-03 1.219624815096388487e-03 1.792157585640724452e-03 2.899517007595594009e+02
9.232981740327232591e-04 1.282386786329178796e-03 1.832409217519798302e-03 1.780333132009025284e-03 1.244553470287284398e-03 1.806899542037979003e-03 2.899759942001919057e+02
9.391734872588249376e-04 1.295214913278914777e-03 1.836247689611721296e-03 1.803245515886828894e-03 1.266391851658374423e-03 1.824204327837962566e-03 2.900002876408243537e+02
9.540073424128178150e-04 1.303866866633641031e-03 1.841561185193157923e-03 1.827015649248801398e-03 1.284794455733964582e-03 1.843389155251006243e-03 2.900245810814568586e+02
9.676426770516920574e-04 1.308306711517726430e-03 1.848096283718067296e-03 1.850798137044674507e-03 1.299593718375370837e-03 1.863718779847118624e-03 2.900488745220893634e+02
9.799905740223453093e-04 1.308684805461108680e-03 1.855585753767522014e-03 1.873760160389609502e-03 1.310795556459984660e-03 1.884452517192849097e-03 2.900731679627218682e+02
9.910290150792783626e-04 1.305339199300399296e-03 1.863762453386228011e-03 1.895126922590720849e-03 1.318579032017699534e-03 1.904884025327952543e-03 2.900974614033543162e+02
1.000811958122855682e-03 1.298768065603245116e-03 1.872383203085744869e-03 1.914227561430145979e-03 1.323288520195827758e-03 1.924390639260362308e-03 2.901217548439868210e+02
1.009446686990893858e-03 1.289594645449914246e-03 1.881254862067100820e-03 1.930522901545974647e-03 1.325391961679144937e-03 1.942474072709303445e-03 2.901460482846193258e+02
1.017065303654913436e-03 1.278543647383333613e-03 1.890236824149524666e-03 1.943631496921598839e-03 1.325440298352098013e-03 1.958778131553772211e-03 2.901703417252517738e+02
1.023826034749434699e-03 1.266391485736809890e-03 1.899246234321727437e-03 1.953347206825819735e-03 1.324039318707625991e-03 1.973103911609114074e-03 2.901946351658842786e+02
1.029886292042411994e-03 1.253934867289209802e-03 1.908269950642093671e-03 1.959649261759116926e-03 1.321806056640258695e-03 1.985426890277972208e-03 2.902189286065167835e+02
1.035370910124850351e-03 1.241931111957665299e-03 1.917356105677625122e-03 1.962702117443710335e-03 1.319303958274282811e-03 1.995889011397532047e-03 2.902432220471492315e+02
1.040359762039780268e-03 1.231054293855086187e-03 1.926599263130976620e-03 1.962832106853114756e-03 1.317005406078716658e-03 2.004771074225613747e-03 2.902675154877817363e+02
1.044867671038529101e-03 1.221862074457415702e-03 1.936123607065923886e-03 1.960495723549934410e-03 1.315253391903545808e-03 2.012458286878961514e-03 2.902918089284142411e+02
1.048827633032851621e-03 1.214775509744271068e-03 1.946043605773851385e-03 1.956244666416884128e-03 1.314234086004686941e-03 2.019382994313913011e-03 2.903161023690466891e+02
1.052136172284500858e-03 1.210064390158732423e-03 1.956449008475679222e-03 1.950687226816324830e-03 1.314010363817599315e-03 2.025987950572618376e-03 2.903403958096791939e+02
1.054630454922650742e-03 1.207855669506214223e-03 1.967401466858734529e-03 1.944462640947318540e-03 1.314505449149335013e-03 2.032708006334734644e-03 2.903646892503116987e+02
1.056094066189880660e-03 1.208097538578541998e-03 1.978899282210071827e-03 1.938194890380123868e-03 1.315487086384770597e-03 2.039909971876162353e-03 2.903889826909442036e+02
1.056300318641366582e-03 1.210609701623252847e-03 1.990859737469488459e-03 1.932448691710704361e-03 1.316637583410412704e-03 2.047850154787509997e-03 2.904132761315766516e+02
1.055041287910143044e-03 1.215085007908260932e-03 2.003130270045735874e-03 1.927703268174466803e-03 1.317581872973606558e-03 2.056669300584029574e-03 2.904375695722091564e+02
1.052128905164146158e-03 1.221137558857831717e-03 2.015492207719170661e-03 1.924326673553154949e-03 1.317916907809394420e-03 2.066380945089105973e-03 2.904618630128416612e+02
1.047422950938002714e-03 1.228331234499825632e-03 2.027660313780080617e-03 1.922572820450093711e-03 1.317254550741448881e-03 2.076869221091828289e-03 2.904861564534741092e+02
1.040854216016716361e-03 1.236202182887240989e-03 2.039297994378016371e-03 1.922573721673662139e-03 1.315256457757254952e-03 2.087898434160205974e-03 2.905104498941066140e+02
1.032442278383914180e-03 1.244302456190117230e-03 2.050043953169028172e-03 1.924342331852155674e-03 1.311676391929551431e-03 2.099139572714452118e-03 2.905347433347391188e+02
1.022289105761264340e-03 1.252226116840507268e-03 2.059534947470409872e-03 1.927794327860171773e-03 1.306369692007931359e-03 2.110204354593636644e-03 2.905590367753715668e+02
1.010585671834849080e-03 1.259614012979837954e-03 2.067424357991702252e-03 1.932760591093971676e-03 1.299302301292307735e-03 2.120669923653620541e-03 2.905833302160040716e+02
9.976114160607375391e-04 1.266184026620978051e-03 2.073414227537953743e-03 1.939001617610326038e-03 1.290568096650125153e-03 2.130117258455469214e-03 2.906076236566365765e+02
9.836984889780436836e-04 1.271744937607988211e-03 2.077272990641391200e-03 1.946240631079148914e-03 1.280363674487925221e-03 2.138167213997688772e-03 2.906319170972690245e+02
9.692228342045172565e-04 1.276185581729550808e-03 2.078839907436491261e-03 1.954189642870537459e-03 1.268973688311751192e-03 2.144499991762525634e-03 2.906562105379015293e+02
9.545818312921817116e-04 1.279473732297545675e-03 2.078025660271920743e-03 1.962569352706428245e-03 1.256749382260017624e-03 2.148867444074453910e-03 2.906805039785340341e+02
9.402062266415511923e-04 1.281639407583883960e-03 2.074831582590878389e-03 1.971125539082990707e-03 1.244109914577607194e-03 2.151120745158019345e-03 2.907047974191665389e+02
9.264906314911400612e-04 1.282767473863619329e-03 2.069350587575048694e-03 1.979640525171317850e-03 1.231473010943231854e-03 2.151217951178218627e-03 2.907290908597989869e+02
9.137959007822975092e-04 1.282981554767855014e-03 2.061738387589514328e-03 1.987945176479245356e-03 1.219248011106844861e-03 2.149204316090013150e-03 2.907533843004314917e+02
9.024473729565719990e-04 1.282423793209947144e-03 2.052207068814201636e-03 1.995923387455526572e-03 1.207821875018365906e-03 2.145208928669730970e-03 2.907776777410639966e+02
8.927310689987165860e-04 1.281234229554086912e-03 2.041030956718470173e-03 2.003503626560374559e-03 1.197543863774965097e-03 2.139445136426942461e-03 2.908019711816964445e+02
8.848456715025000783e-04 1.279555838724871168e-03 2.028523139126288573e-03 2.010658364326668029e-03 1.188683560239508271e-03 2.132188481450719274e-03 2.908262646223289494e+02
8.789342336177101899e-04 1.277504158643966289e-03 2.015007596115878964e-03 2.017399466524848715e-03 1.181442373493598675e-03 2.123747859972322568e-03 2.908505580629614542e+02
8.750803280326475714e-04 1.275166603193251093e-03 2.000816989541071792e-03 2.023759696005041336e-03 1.175949827572372094e-03 2.114452554143526376e-03 2.908748515035939022e+02
8.733069142595740976e-04 1.272604604227515557e-03 1.986277773791735816e-03 2.029784824056891056e-03 1.172263595250571050e-03 2.104633790710365524e-03 2.908991449442264070e+02
8.735968045512333907e-04 1.269846032767389101e-03 1.971708985903217973e-03 2.035521503019034617e-03 1.170384110917927845e-03 2.094616396904902273e-03 2.909234383848589118e+02
8.758723709956617960e-04 1.266898038945597424e-03 1.957417141170916461e-03 2.041005942195217495e-03 1.170243276428210247e-03 2.084707367712522203e-03 2.909477318254913598e+02
8.800076974446588082e-04 1.263751234238185295e-03 1.943675381018977614e-03 2.046258564639347449e-03 1.171718230325174276e-03 2.075173309247582438e-03 2.909720252661238646e+02
8.858579331704386937e-04 1.260394624394358017e-03 1.930735485888556650e-03 2.051285145294067490e-03 1.174667436430084245e-03 2.066252231217152822e-03 2.909963187067563695e+02
8.932099008505705240e-04 1.256809262284430294e-03 1.918810721072810145e-03 2.056075344288559557e-03 1.178881114884844806e-03 2.058136721767498539e-03 2.910206121473888743e+02
9.018496481536292155e-04 1.252986660997665444e-03 1.908063655675197069e-03 2.060602526744778357e-03 1.184154915602149850e-03 2.050962571984583753e-03 2.910449055880213223e+02
9.115388404359038533e-04 1.248926858626575901e-03 1.898621438089702395e-03 2.064830145959741393e-03 1.190266732524103161e-03 2.044826700151234321e-03 2.910691990286538271e+02
9.220239939259216059e-04 1.244644832906618937e-03 1.890564418892737514e-03 2.068716219916537629e-03 1.196989185931913394e-03 2.039779153918442039e-03 2.910934924692863319e+02
9.330465103840504364e-04 1.240164699827198775e-03 1.883923988328227439e-03 2.072214407751457772e-03 1.204095620153599775e-03 2.035821830257582461e-03 2.911177859099187799e+02
9.443460616115698916e-04 1.235533976493994202e-03 1.878675977025367734e-03 2.075279928286702033e-03 1.211371468580823164e-03 2.032905804264345875e-03 2.911420793505512847e+02
9.556870474787682989e-04 1.230812228728323790e-03 1.874741079645194167e-03 2.077876712586152613e-03 1.218632317505602847e-03 2.030935832856334017e-03 2.911663727911837896e+02
9.668697839181567086e-04 1.226079657159971333e-03 1.872005217799977859e-03 2.079985136766716782e-03 1.225739571780679223e-03 2.029794046767879629e-03 2.911906662318162375e+02
9.776982541440917742e-04 1.221417830550305212e-03 1.870302639166391157e-03 2.081608922124673477e-03 1.232558655748095281e-03 2.029328250691223804e-03 2.912149596724487424e+02
9.880594542452376776e-04 1.216904576545827779e-03 1.869422438616364290e-03 2.082769983399884901e-03 1.239030170969942102e-03 2.029354809578930944e-03 2.912392531130812472e+02
9.978955387905052120e-04 1.212611778943084237e-03 1.869143231389607538e-03 2.083505679444570737e-03 1.245142728521727617e-03 2.029689476492474703e-03 2.912635465537136952e+02
1.007212524501717834e-03 1.208603721847428770e-03 1.869238599969066028e-03 2.083868397516042224e-03 1.250939857183822144e-03 2.030152219645396834e-03 2.912878399943462000e+02
1.016085557375756131e-03 1.204930601843643822e-03 1.869496505973182411e-03 2.083922712866731995e-03 1.256521215915411879e-03 2.030583558255579218e-03 2.913121334349787048e+02
1.024646258350187531e-03 1.201629264145336095e-03 1.869732307369495559e-03 2.083741644546393320e-03 1.262031275018141770e-03 2.030854590543772209e-03 2.913364268756112097e+02
1.033096019558280400e-03 1.198720425217528847e-03 1.869813101939183991e-03 2.083404566998345048e-03 1.267669817054608563e-03 2.030888354934556796e-03 2.913607203162436576e+02
1.041660420554940724e-03 1.196205462937885607e-03 1.869669905141037444e-03 2.082990525677695225e-03 1.273647878934208548e-03 2.030667195620220866e-03 2.913850137568761625e+02
1.050603049153770244e-03 1.194076329298986378e-03 1.869304358632835903e-03 2.082578514681799210e-03 1.280206335473242814e-03 2.030239278797013776e-03 2.914093071975086673e+02
1.060191123787459057e-03 1.192301895344497539e-03 1.868807819173450317e-03 2.082244251977118446e-03 1.287575801246584927e-03 2.029734427520054132e-03 2.914336006381411153e+02
1.070666365409472061e-03 1.190837829331500104e-03 1.868356834715996463e-03 2.082051833026410132e-03 1.295955366165433154e-03 2.029354984814395971e-03 2.914578940787736201e+02
1.082230370791646950e-03 1.189629543690133269e-03 1.868207131514461198e-03 2.082053676007816941e-03 1.305500687700945905e-03 2.029370222111129794e-03 2.914821875194061249e+02
1.095019972224443991e-03 1.188613161262031979e-03 1.868687741631758995e-03 2.082288135056265064e-03 1.316301497977447228e-03 2.030109403913801271e-03 2.915064809600385729e+02
1.109082746018202458e-03 1.187722145111521320e-03 1.870185642131554646e-03 2.082778739042832981e-03 1.328362813053906568e-03 2.031946964929552679e-03 2.915307744006710777e+02
1.124353773524515085e-03 1.186889430599652939e-03 1.873116996505715158e-03 2.083537227371857342e-03 1.341584626849819930e-03 2.035277619897532010e-03 2.915550678413035826e+02
1.140657564469664152e-03 1.186043457035909892e-03 1.877901246563709950e-03 2.084560932340045070e-03 1.355761126865132147e-03 2.040490657663398839e-03 2.915793612819360874e+02
1.157681720210170396e-03 1.185118119720311334e-03 1.884915374494685074e-03 2.085831484485885234e-03 1.370562205962892006e-03 2.047926507212434639e-03 2.916036547225685354e+02
1.175043285471285897e-03 1.184052690738137152e-03 1.894475094998313968e-03 2.087317358364006430e-03 1.385595154900142291e-03 2.057860750862490571e-03 2.916279481632010402e+02
1.192248143176362178e-03 1.182795811555556204e-03 1.906823299172743201e-03 2.088974509101985781e-03 1.400369221654694865e-03 2.070493705198509470e-03 2.916522416038335450e+02
1.208720126360513566e-03 1.181309315958492404e-03 1.922080030004496990e-03 2.090750377281743767e-03 1.414325011599901075e-03 2.085906202115198060e-03 2.916765350444659930e+02
1.223853368217124116e-03 1.179566133982071913e-03 1.940226265821642449e-03 2.092586634955574676e-03 1.426881966814915522e-03 2.104046082598871794e-03 2.917008284850984978e+02
1.237039642999551280e-03 1.177552730455404392e-03 1.961104916571086796e-03 2.094420215448215307e-03 1.437465356152609541e-03 2.124729725538815339e-03 2.917251219257310026e+02
1.247697708208545279e-03 1.175271830073267368e-03 1.984418101208889739e-03 2.096187989476971068e-03 1.445535191086702630e-03 2.147642303552044565e-03 2.917494153663634506e+02
1.255313755230362061e-03 1.172738339472196656e-03 2.009735340471395775e-03 2.097829969713852459e-03 1.450621480552393046e-03 2.172347285583580475e-03 2.917737088069959555e+02
1.259465697197564849e-03 1.169981021807201720e-03 2.036506062377114751e-03 2.099291765471810161e-03 1.452347885856030123e-03 2.198299520248207708e-03 2.917980022476284603e+02
1.259872967199507322e-03 1.167038706539222110e-03 2.064090811796065461e-03 2.100527540322472131e-03 1.450475905104953557e-03 2.224876086054494891e-03 2.918222956882609083e+02
1.256397730080481773e-03 1.163959376306763311e-03 2.091804288577917698e-03 2.101501534247334716e-03 1.444905430774896457e-03 2.251417300238589547e-03 2.918465891288934131e+02
1.249049241189420338e-03 1.160798295764611365e-03 2.118944312293137306e-03 2.102191438663408764e-03 1.435677718749238298e-03 2.277255698404657622e-03 2.918708825695259179e+02
1.237991617901401404e-03 1.157611052254069357e-03 2.144828949858164444e-03 2.102589126934762374e-03 1.422978488209578974e-03 2.301751038929672737e-03 2.918951760101584227e+02
